id;date;lat;lon;pest;intensity;intensity_nor_ha;ndvi;ndwi;ndmi;gndvi;reci;red;nir;date_used;image_path;cloud_percentage;temp_mean;precip_sum;wind_mean;cloud_mean;pressure_mean;rh_mean;dewpoint_mean;intensity_text
364;13.2.2023;49.160618;14.301714;hraboš polní;1;600;0.5155155155155156;-0.57996347508479;0.1319626168224299;0.57996347508479;0.6859504132231404;968.0;3028.0;9.2.2023;sentinel_data/S2L2A_RGB_2023-02-09_49.160618_14.301714_128x128.png;0.500121;3.75;0.0;4.120833333333333;60.16666666666666;1039.125;86.04166666666667;1.0375;s výskytom
4212;9.4.2024;49.581491;17.363689;hraboš polní;0;0;0.1883905013192612;-0.2994806693594922;-0.1338461538461538;0.2994806693594922;0.1729518855656697;1538.0;2252.0;9.4.2024;sentinel_data/S2L2A_RGB_2024-04-09_49.581491_17.363689_128x128.png;8.688339;17.479166666666668;0.0;12.954166666666666;49.79166666666666;1011.6166666666668;59.54166666666666;9.254166666666668;bez výskytu
2067;4.9.2023;50.09937;17.680439;hraboš polní;1;30;0.4787115883006294;-0.4727138643067846;0.1156424581005586;0.4727138643067846;0.4076704545454546;704.0;1997.0;7.9.2023;sentinel_data/S2L2A_RGB_2023-09-07_50.099370_17.680439_128x128.png;0.000445;15.920833333333334;0.4;14.574999999999998;73.875;1028.2;75.125;11.408333333333331;s výskytom
2724;13.9.2023;49.124998;16.029379;hraboš polní;1;2910;0.1863117870722433;-0.3209144792548687;-0.1261728049292816;0.3209144792548687;0.1873831775700933;2140.0;3120.0;17.9.2023;sentinel_data/S2L2A_RGB_2023-09-17_49.124998_16.029379_128x128.png;6.518911;21.229166666666668;1.0;6.787499999999999;61.333333333333336;1013.975;68.375;14.8375;s výskytom
1720;14.7.2023;49.134178;16.661388;hraboš polní;1;1220;0.1931024230712056;-0.3647338887944227;-0.0996185775185102;0.3647338887944227;0.1551215917464996;2714.0;4013.0;11.7.2023;sentinel_data/S2L2A_RGB_2023-07-11_49.134178_16.661388_128x128.png;6.460098;22.89583333333333;0.0;6.633333333333334;52.91666666666666;1017.3416666666666;53.5;11.529166666666669;s výskytom
44;11.1.2023;49.962686;17.879934;hraboš polní;1;120;0.8210180623973727;-0.7134028582464272;0.5962576466354804;0.7134028582464272;1.841743119266055;436.0;4436.0;12.1.2023;sentinel_data/S2L2A_RGB_2023-01-12_49.962686_17.879934_128x128.png;10.240358;2.395833333333333;0.1;14.270833333333334;83.91666666666667;1019.3291666666668;80.83333333333333;-0.7166666666666667;s výskytom
1731;18.7.2023;49.643767;14.747218;hraboš polní;1;300;0.2002335084646818;-0.3967391304347826;-0.0740824138707498;0.3967391304347826;0.1945255474452554;2740.0;4112.0;19.7.2023;sentinel_data/S2L2A_RGB_2023-07-19_49.643767_14.747218_128x128.png;14.761883;20.104166666666668;0.0;6.654166666666666;32.916666666666664;1019.0958333333334;54.54166666666666;10.25;s výskytom
2916;3.10.2023;49.66416;14.814676;hraboš polní;1;190;0.8005738880918221;-0.6845637583892618;0.3873151858504905;0.6845637583892618;1.5305755395683454;556.0;5020.0;2.10.2023;sentinel_data/S2L2A_RGB_2023-10-02_49.664160_14.814676_128x128.png;11.58476;19.475;0.0;16.525000000000002;48.75;1017.3125;64.66666666666667;12.375;s výskytom
4283;11.4.2024;50.240398;17.53891;hraboš polní;0;0;0.7999096657633243;-0.722498379079317;0.3503896984073195;0.722498379079317;1.440180586907449;443.0;3985.0;9.4.2024;sentinel_data/S2L2A_RGB_2024-04-09_50.240398_17.538910_128x128.png;8.688339;11.166666666666666;0.0;7.204166666666667;50.66666666666666;1032.7291666666667;68.95833333333333;5.470833333333332;bez výskytu
2646;12.9.2023;50.369631;14.944957;hraboš polní;1;100;0.9039224327897752;-0.7792421746293245;0.4198849630238291;0.7792421746293245;2.692660550458716;218.0;4320.0;10.9.2023;sentinel_data/S2L2A_RGB_2023-09-10_50.369631_14.944957_128x128.png;0.001194;22.22083333333333;0.0;6.175;61.833333333333336;1012.9708333333332;66.375;15.1875;s výskytom
